"UMKM Name","Product","Asset Total (Rp. Juta)","Annual Sales (Rp. Juta)","Employees","Survey Conducted","","","","","",""
"Rujak Dingin","Dagang","242","260","2","2018","","","","","",""
"Irva Dwi Pradika","Dagang","446","130","4","2018","","","","","",""
"Sri Dagang","Dagang","102","260","2","2018","","","","","",""
"Broni Service","Jasa Service","16","96","2","2014","","","","","",""
"Bengkel Sepeda","Bengkel Sepeda","38.5","90","2","2014","","","","","",""
"Gorengan Paryatun","Penjualan Gorengan","11.9","26","1","2014","","","","","",""
"Jajanan Surati","Mie Instant","23.02","12","1","2014","","","","","",""
"Toko Beras Asni","Beras","11","180","1","2014","","","","","",""
"Toko Sumarti","Toko Kelontong","81","78","1","2016","","","","","",""
"Penjual Ayam","Pedagang","269","345","1","2016","","","","","",""
"Akbar Cell","Toko Pulsa Dan Accesories Hp","53.5","180","1","2014","","","","","",""
"Sate Goyang Lidah","Jual Sate Pariaman","11.3","288","1","2014","","","","","",""
"Warung Sembako Nurlela","Warung Sembako","120","108","1","2014","","","","","",""
"Nvell Cell","Jual Pulsa","30","540","2","2014","","","","","",""
"Mutiara Motor","Bengkel","40.83","30.8","1","2014","","","","","",""
"Kios Fitrah","Sembako","118.5","25","1","2016","","","","","",""
"Kios Jumarni","Sembako","20.3","25","1","2016","","","","","",""
"UD Arim Buah","Kios Buah","400","540","1","2016","","","","","",""
"Bengkel Ban","Bengkel","185.5","108","1","2016","","","","","",""
"Susu Kedelai","Susu Kedelai","56","270","1","2016","","","","","",""
"Kios Manisan Budhe","Kios Manisan","133.5","180","1","2016","","","","","",""
"Peras Santan","Peras Santan","785","540","2","2016","","","","","",""
"Adr 85","Jual Bensin","56.5","144","1","2016","","","","","",""
"Toko Lutfi","Toko Sembako","57.3","18","1","2014","","","","","",""
"Warung Fitri","Makanan Minuman","7.2","53","1","2014","","","","","",""
"Dagang Harni","Dagang","53","162.5","3","2018","","","","","",""
"Nthree Point","Dagang","203","215.8","1","2018","","","","","",""
"Usaha Jasa Angkutan Umum","Jasa Angkutan Umum","66.2","324","2","2012","","","","","",""
"MASKUR JASA","SEWA DUM TRUCK","21,700","9,600","1","2013","","","","","",""
"Null","Pengangkutan Barang","0","0","0","2013","","","","","",""
"Kios Harmoni","Rumah Makan","238.5","420","5","2008","","","","","",""
"Pondok Ragey","Rumah Makan","205","300","6","2008","","","","","",""
"Kedai Jawa","Rumah Makan","302.5","144","2","2008","","","","","",""
"Warung Manisan","Dagang Makanan","7.5","120","1","2011","","","","","",""
"Warung Manisan","Warung Makanan","13.5","30","2","2011","","","","","",""
"Warung Manisan","Jual Makanan","27","48","0","2011","","","","","",""
"Warung Manisan Nurhaeti","Dagang Makanan","23","60","1","2011","","","","","",""
"Bakso Bibit","Dagang Bakso","14","240","1","2010","","","","","",""
"Sari Laut 76","Rumah Makan","6,074.20","234.6","1","2011","","","","","",""
"UD Nur Lampu","Catering Makanan","115","480","41","2013","","","","","",""
"Pempek Ummu Zafirah","Rumah Makan","6","38","2","2013","","","","","",""
"Kedai Mini Cabang Kediri","Rumah Makan","20","47.88","2","2013","","","","","",""
"Es Dawet","Warung Minum","2.55","144","1","2013","","","","","",""
"Mi Ayam Supiran","Rumah Makan","11.3","180","1","2013","","","","","",""
"Es Kelapa Muda Telaga Sari","Warung Minum","18","144","1","2013","","","","","",""
"Toko Trisna Dewi","Warung","10.5","79","2","2013","","","","","",""
"Pempek Palembang Cik Noni","Warung Makan","4.7","240","2","2013","","","","","",""
"Roti Bakar Bhayangkara","Camilan","142.5","108","1","2013","","","","","",""
"Gado-Gado Bibi Ros","Warung Makan","2.5","60","1","2013","","","","","",""
"Warung Bu Cek Rum","Camilan","17","8.4","1","2013","","","","","",""
"Jamu Gendong Bu Marni","Minuman","5","48","1","2013","","","","","",""
"Salome Amb","Camilan","3.75","155","2","2013","","","","","",""
"Warung Kopi Arema","Camilan","13","144","3","2013","","","","","",""
"Florida Pancake","Camilan","19","24","2","2013","","","","","",""
"Salome Melawai","Camilan","6","200","1","2013","","","","","",""
"Rawon Ayam","Warung Makan","17.5","360","2","2013","","","","","",""
"Warung Faiz Gresik","Warung Makan","10.5","250","2","2013","","","","","",""
"Warung Suroboyo","Warung Makan","6.5","990","3","2013","","","","","",""
"Es Kelapa Ragil","Warung Minum","2.5","108","1","2013","","","","","",""
"Tahu Kremes","Camilan","23","72","2","2013","","","","","",""
"Rm. Mbah Broto","Rumah Makan","61","54","4","2013","","","","","",""
"Warung Rosdiana","Warung Makan","0.8","87.6","1","2013","","","","","",""
"Sari Kedelai & Kelapa Muda Miji","Warung Minum","10.3","54","1","2013","","","","","",""
"Bakso Balai Pak Tarno","Warung Makan","10","275","1","2013","","","","","",""
"Warung Mba Nur","Warung Makan","17.2","96","1","2013","","","","","",""
"Kerak Telor Betawi","Warung Makan","6.15","108","1","2013","","","","","",""
"Pukis Sari Rasa","Camilan","6","72","1","2013","","","","","",""
"Batagor Ikan 21","Warung Makan","6","168","4","2013","","","","","",""
"Kacang Goreng Saprah","Camilan","10","21.67","2","2013","","","","","",""
"Gorengan Strat 1","Camilan","2","10.8","1","2013","","","","","",""
"Sop Buah Kurnia","Warung Minum","20","180","1","2013","","","","","",""
"RM Dewi Kuat","Warung Makan","149","80","5","2012","","","","","",""
"Mie Ayam Mb Rusinah","Dagang Mie Ayam","1.9","69","1","2011","","","","","",""
"Rm. Borobudur","Rumah Makan","361","432","3","2008","","","","","",""
"Selera Rasa","Nasi Pecel Lele","59","39","1","2010","","","","","",""
"Pempek Palembang","Pempek Palembang","578","570","2","2010","","","","","",""
"RM Mbak Pur","Makanan","152","28.5","0","2010","","","","","",""
"Mie Ayam Gimin","Mie Ayam","108.5","139.6","0","2010","","","","","",""
"Sate Kerang Kali Bu Hartati","Dagang Sate Kerang","106","596","7","2013","","","","","",""
"Wr. Simpang Opat Kuaru","Warung Makan","124.5","252","2","2013","","","","","",""
"Warung Jawa","Warung Makan","136.5","252","1","2013","","","","","",""
"Jamu Sumariah","Jamu","2.5","72","1","2013","","","","","",""
"Cemilan Bazar","Cemilan","5.9","180","1","2013","","","","","",""
"Kerak Telor Pak Budi","Kerak Telor","98","720","1","2013","","","","","",""
"Bakso Ceker Pak Sutar","Bakso Ceker","4","252","1","2013","","","","","",""
"Pentolan Arif","Pentolan","2.5","72","1","2013","","","","","",""
"Pentol Ojolali","Pentol","15","108","1","2013","","","","","",""
"Miss Burger - Manacoffee","Burger","5.6","36","1","2013","","","","","",""
"Siomay Hokie Bandung","Siomay","5","72","1","2013","","","","","",""
"Es Bejo","Es Bejo","5","108","1","2013","","","","","",""
"Usaha Ikan Asin","Ikan Asin","3","360","1","2013","","","","","",""
"Pentol Parjianto","Pentol","2.1","108","1","2013","","","","","",""
"Jual Kelapa Dan Drum ""Murdi""","Es Kelapa Dan Drum","7.5","90","1","2013","","","","","",""
"Martabak Suhar","Martabak","6.8","144","1","2013","","","","","",""
"Pentol Doa Istri Barokah","Pentolan","5.7","288","1","2013","","","","","",""
"Toko Pisang","Buah-buahan","3","90","1","2013","","","","","",""
"Pentol Laras","Pentol","3.2","72","1","2013","","","","","",""
"Martabak Telur Dan Terang Bulan Umi","Martabak Dan Terang Bulan","6.7","360","2","2013","","","","","",""
"Nasi Uduk Pecenongan","Warung Nasi Uduk","22","254","8","2011","","","","","",""
"USAHA MIE PANGSIT","MIE PANGSIT","9","456","4","2012","","","","","",""
"HERI CAFFE","Makanan/Minuman","6","162","2","2012","","","","","",""
"WARUNG BAKSO","Bakso","4","192","3","2012","","","","","",""
"Leni Herlina","Pembutan Nasi kuning","4.4","99","2","2008","","","","","",""
"Soto Kuin Idah","Pembutan Soto","32.05","95","3","2008","","","","","",""
"Wardiatul Azizah","Pembutan Ikan Bakar","5.75","72","1","2008","","","","","",""
"Juraidah","Pembutan Ikan Bakar","4.3","162","1","2008","","","","","",""
"Qomariah","Pembutan Bubur","1.56","66","2","2008","","","","","",""
"Kios Emi","Rumah Makan","3","180","1","2008","","","","","",""
"Kios Fatimah","Rumah Makan","4.5","109","1","2008","","","","","",""
"Kios Fauzi","Rumah Makan","4.5","109","1","2008","","","","","",""
"Rumah Makan Anugerah","Rumah Makan","117.68","363","3","2013","","","","","",""
"Es Teler Pak Midori","Es Teler Durian","55.6","240","1","2013","","","","","",""
"Warung Sadayana Raos","Rumah Makan","33","420","4","2013","","","","","",""
"Pondok Es Teler Shinten Rhemen","Warung Minuman","7","144","1","2013","","","","","",""
"Tahu Tek-Tek Panin Tower","Warung Makan","17.5","360","1","2013","","","","","",""
"Tahu Baxo","Warung Makanan","32","324","2","2013","","","","","",""
"Warung Makan Sudi Mampir","Rumah Makan","9.5","108","1","2013","","","","","",""
"Es Klamono 85 Cabang 1","Rumah Makan","25","64.8","1","2013","","","","","",""
"Warung Blitar","Rumah Makan","68.5","60","6","2013","","","","","",""
"Rumah Makan Moro Seneng","Rumah Makan","183.3","586.6","6","2011","","","","","",""
"Toko Hati Riang","Pedagang Makanan Dan Minuman","34","51","1","2012","","","","","",""
"Warung Makan Sederhana","Jual Nasi Uduk","86","28","2","2010","","","","","",""
"Warung Bakso","Bakso","8.5","164","0","2010","","","","","",""
"Mulia Raso","Warung Makan","0","0","2","2012","","","","","",""
"Rumput Laut SMP 6","Rumput Laut","0","0","2","2012","","","","","",""
"Warung Den Bagus","Rumah Makan","115","360","4","2012","","","","","",""
"Warung Babi Guling Pakerisan","Rumah Makan","515","525","10","2008","","","","","",""
"Warung Makan Nasem","Warung Makan Matang","21","177","2","2011","","","","","",""
"Warteg Danirizka","Rumah Makan Tegal","29","21","4","2008","","","","","",""
"Kantin Rezeki","Dagang Makanan dan Minuman","61","51","4","2008","","","","","",""
"Rumah Makan Pondok Salero","Dagang Makanan dan Minuman","32","180","5","2008","","","","","",""
"Warung Lamongan Asli 2","Rumah makan soto Lamongan","15","210","3","2008","","","","","",""
"Mie Ayam Yamin","Dagang mie ayam bakso","15.5","105.6","1","2008","","","","","",""
"Warteg Bahari","Rumah Makan Tegal","50.08","207","4","2008","","","","","",""
"Warteg Mas Aji","Rumah Makan Tegal","20","20.25","4","2008","","","","","",""
"Berkah Jaya","Rumah Makan Tegal","18.78","26.5","3","2008","","","","","",""
"Warteg H Ten","Rumah Makan Tegal","5","51.66","4","2008","","","","","",""
"Warteg Sari","Rumah Makan Tegal","10.2","18.66","2","2008","","","","","",""
"Nasi Goreng Trisakti","Dagang Nasi Goreng","3.5","60","2","2008","","","","","",""
"Roti Bakar","Dagang makanan dan minuman","5","55.75","1","2008","","","","","",""
"Soto Betawi","Dagang soto Betawi","8","19.33","1","2008","","","","","",""
"Pemuda Jaya","Rumah Makan Padang","12.66","19","1","2008","","","","","",""
"RM Pempek","Dagang Pempek Palembang","19","38.66","2","2008","","","","","",""
"RM Nasi Goreng","Dagang Nasi Goreng","10.5","177.6","1","2008","","","","","",""
"Warteg","Rumah Makan","20","122.4","3","2008","","","","","",""
"Rumah Makan Padang","Rumah Makan Padang","5","97","2","2008","","","","","",""
"Sate H Dullah","Dagang Sate Madura","237.35","39","3","2008","","","","","",""
"Sate Madura","Dagang Sate Madura","64.65","19.95","4","2008","","","","","",""
"Nasi Bebek Goreng","Dagang Nasi Bebek","7.45","19","1","2008","","","","","",""
"Soto Ayam Madura","Dagang Soto Ayam","5.8","148.8","1","2008","","","","","",""
"Sate Solo Pak Mino","Rumah Makan Sate Solo","14.1","149","3","2008","","","","","",""
"Sate Parahyangan","Dagang sate ayam dan kambing","201.7","37.2","3","2008","","","","","",""
"RM Berkah Jaya","Rumah Makan Tegal","73.7","23.5","2","2008","","","","","",""
"Kedai Jajanan Faiz","Makanan","15","120","1","2010","","","","","",""
"Warung Kelontong Saymsu","Warung Makanan/Minuman","192.5","126","2","2011","","","","","",""
"Warteg Asrofil","Warung Makanan","18.5","258.77","3","2011","","","","","",""
"Warung Makan Matang Tumini","Rumah Makan","246.25","348.48","3","2011","","","","","",""
"Warung Sunda Ibu Wawan","Rumah makan warung sunda","12.4","96","2","2008","","","","","",""
"Kios Nova","Rumah Makan","6","176","2","2008","","","","","",""
"Warug Mie Asbi","Rumah Makan","3","71","1","2008","","","","","",""
"Toko Husin","Rumah Makan","43","795","3","2008","","","","","",""
"Toko Maria","Rumah Makan","26","365","3","2008","","","","","",""
"Kios Apung","Rumah Makan","18","690","3","2008","","","","","",""
"Toko Jerry","Rumah Makan","43","750","3","2008","","","","","",""
"Toko Ayu","Rumah Makan","108","1,080","3","2008","","","","","",""
"Warung Pecel","Dagang Pecel dan Soto","25","108","1","2010","","","","","",""
"Kantin Sekolah","Dagang Nasi Uduk dan Lain-lain","2","99","1","2010","","","","","",""
"Ketoprak Karnoto","Dagang Ketoprak","3","198","1","2010","","","","","",""
"Warung Mbak Laukah","Rumah makan siap saji","8.5","160","2","2008","","","","","",""
"ES Dawet Ayu","Jual Es Dawet","8","228","4","2010","","","","","",""
"GORENGAN","GORENGAN/MAKANAN RINGAN","1,040","2,200","1","2013","","","","","",""
"RM Chicken Katsu","Dagang makanan dan minuman","31.7","25","2","2008","","","","","",""
"RM Dan Steam IO Jaya","Rumah Makan","35","64.4","2","2013","","","","","",""
"Warung Makan Ratini","Warung Makan","166.5","76.8","2","2011","","","","","",""
"Warung Makan Masni","Warung Makan","192","60","2","2011","","","","","",""
"Romlah","Rumah Makan","19.2","0","1","2008","","","","","",""
"Rahimah","Rumah Makan","1.55","0","3","2008","","","","","",""
"Witriah","Rumah Makan","0.75","0","1","2008","","","","","",""
"Usaha Mie Ayam","Mie Ayam","2.4","180","2","2012","","","","","",""
"PENGINAPAN RAHMAT","PENGINAPAN","1,350","92","3","2012","","","","","",""
"Warung Warni","Rumah Makan","10.9","12","2","2008","","","","","",""
"Kios Maulina","Rumah Makan","12.5","12","2","2008","","","","","",""
"Warung Zainudin","Rumah Makan","10.3","12","2","2008","","","","","",""
"Kios Ratna","Rumah Makan","13.8","12","2","2008","","","","","",""
"Kios Amalia","Rumah Makan","10.5","12","2","2008","","","","","",""
"Warung Zaini","Rumah Makan","11.4","12","2","2008","","","","","",""
"Warung Ari","Rumah Makan","11.2","12","2","2008","","","","","",""
"Kios Akhmad","Rumah Makan","14","12","2","2008","","","","","",""
"Kios Bariah","Rumah Makan","12","12","2","2008","","","","","",""
"Kios Muslimah","Rumah Makan","12.5","12","1","2008","","","","","",""
"Kios Yana","Rumah Makan","10.75","12","1","2008","","","","","",""
"Kios Aditya","Rumah Makan","12.5","12","2","2008","","","","","",""
"Kios Eva","Rumah Makan","12.5","12","1","2008","","","","","",""
"Warung Ridho","Rumah Makan","16.5","12","2","2008","","","","","",""
"Warung Erna","Rumah Makan","18","12","2","2008","","","","","",""
"Toko Linda","Rumah Makan","16.25","12","5","2008","","","","","",""
"Kios Rizki","Rumah Makan","20","12","4","2008","","","","","",""
"Toko Beras Zaimah","Rumah Makan","13.25","12","4","2008","","","","","",""
"Warung Nasi Goreng Embah","Nasi Goreng","47","12","2","2011","","","","","",""
"Kios Riza","Rumah Makan","22","12","2","2008","","","","","",""
"Soto Lamongan","Soto Lamongan","14.2","216","1","2011","","","","","",""
"RM Chicken Katsu","Rumah Makan Sate Kambing","31.7","25","14","2008","","","","","",""
"Ira Furniture","Rumah Makan Tegal","1,073","150","4","2008","","","","","",""
"Dagang Nasi Goreng","Nasi Goreng","21.5","102","1","2011","","","","","",""
"Warung Nasi Syafira","Rumah Makan sop iga","724","32.25","5","2008","","","","","",""
"Ojolaly Bakso & Mie Ayam Ceker M 3","Dagang mie dan bakso","35","25","4","2008","","","","","",""
"RM Minahasa Manado","Rumah Makan Manado","73","52.5","6","2008","","","","","",""
"Restoran & Seafood 99","Rumah Makan bakmi 99","35","35.25","4","2008","","","","","",""
"Bakso Solo Baru 2","Bakso Solo Baru 2","34","76","1","2013","","","","","",""
"Usaha Dagang Popcorn","Popcorn","85.2","72","2","2009","","","","","",""
"Toko Ian","Makanan dan Minuman","331","162","1","2009","","","","","",""
"Warung Ewink","Rumah Makan","47.47","290","9","2008","","","","","",""
"Kios & Phonesell Zahra","Rumah Makan","35","12","4","2008","","","","","",""
"Kios Syafa","Rumah Makan","32","12","3","2008","","","","","",""
"Toko Alfian","Rumah Makan","18","12","2","2008","","","","","",""
"Kios Sumber Rezeki","Rumah Makan","16.25","12","3","2008","","","","","",""
"Warung Nasi Uswardi","Rumah Makan Sederhana","57","144","1","2008","","","","","",""
"PENGOLAHAN BAKSO IKAN","BAKSO IKAN","1,008.50","1,050","11","2011","","","","","",""
"Bakso Joko Marino","Rumah Makan Bakso","9.5","372","2","2008","","","","","",""
"Rumah Makan Ranah Minang","Rumah Makan","18.4","378","3","2008","","","","","",""
"Rumah Makan Simpang Empat","Rumah Makan Ampera","49.7","240","3","2008","","","","","",""
"Saraso","Rumah Makan Soto","50.3","396","3","2008","","","","","",""
"COTO MAKASSAR 88""","Rumah Makan","166.2","198","3","2008","","","","","",""
"Rumah Makan Jerry","Rumah Makan","136","379","7","2012","","","","","",""
"Warung Makan Arfai Indah","Warung Makan","2,375","252","1","2012","","","","","",""
"Ampera Gumes","Rumah Makan Ampera","27.6","185","4","2008","","","","","",""
"Warung Pecel Mbah Jinah","Warung Makan Nasi Pecel","240","9","1","2012","","","","","",""
"Brebes Berhias 72","Rumah Makan seafood","12","116","4","2008","","","","","",""
"Warung Soto","Warung Makan","6.5","51","0","2009","","","","","",""
"BAKSO CAK MIN","BAKSO,NASI GORENG","451.73","252","4","2011","","","","","",""
"Toko Benny","Warung Nasi","34","37.5","1","2009","","","","","",""
